call_id,rep_id,hcp_id,territory_id,product_promoted,call_date,month,year,month_num,channel,call_outcome,converted,call_duration_min,samples_dropped
C0006285,R031,H0187,T021,P004,2023-05-08,2023-05-01,2023,5,In-Person Visit,Neutral - Information Only,False,16,False
C0006286,R031,H0455,T021,P006,2023-05-29,2023-05-01,2023,5,In-Person Visit,Neutral - Information Only,False,35,True
C0006287,R031,H0187,T021,P002,2023-06-27,2023-06-01,2023,6,Virtual Detail,Positive - Prescription Written,False,44,False
C0006288,R031,H0187,T021,P003,2023-06-02,2023-06-01,2023,6,In-Person Visit,Positive - Prescription Written,True,30,True
C0006289,R031,H0187,T021,P003,2023-06-07,2023-06-01,2023,6,Virtual Detail,Follow-up Scheduled,False,34,False
C0006290,R031,H0157,T021,P005,2023-06-18,2023-06-01,2023,6,Virtual Detail,Positive - Interest Shown,True,18,True
C0006291,R031,H0308,T021,P001,2023-06-07,2023-06-01,2023,6,In-Person Visit,Neutral - Information Only,False,36,True
C0006292,R031,H0137,T021,P005,2023-07-16,2023-07-01,2023,7,In-Person Visit,Neutral - Information Only,False,23,False
C0006293,R031,H0488,T021,P005,2023-07-16,2023-07-01,2023,7,In-Person Visit,Neutral - Information Only,False,25,False
C0006294,R031,H0455,T021,P001,2023-07-29,2023-07-01,2023,7,Speaker Program,Neutral - Information Only,False,9,False
C0006295,R031,H0187,T021,P001,2023-07-09,2023-07-01,2023,7,In-Person Visit,Follow-up Scheduled,False,9,True
C0006296,R031,H0148,T021,P001,2023-07-10,2023-07-01,2023,7,In-Person Visit,Neutral - Information Only,False,10,False
C0006297,R031,H0157,T021,P001,2023-07-17,2023-07-01,2023,7,Conference,Negative - No Interest,False,16,False
C0006298,R031,H0488,T021,P003,2023-07-02,2023-07-01,2023,7,Virtual Detail,Follow-up Scheduled,False,41,False
C0006299,R031,H0187,T021,P002,2023-08-01,2023-08-01,2023,8,In-Person Visit,Positive - Prescription Written,False,32,False
C0006300,R031,H0157,T021,P003,2023-08-20,2023-08-01,2023,8,In-Person Visit,Positive - Prescription Written,True,31,False
C0006301,R031,H0068,T021,P006,2023-08-28,2023-08-01,2023,8,Conference,Neutral - Information Only,False,37,True
C0006302,R031,H0296,T021,P004,2023-08-01,2023-08-01,2023,8,Virtual Detail,Positive - Prescription Written,False,18,True
C0006303,R031,H0457,T021,P006,2023-09-17,2023-09-01,2023,9,In-Person Visit,Positive - Interest Shown,False,9,True
C0006304,R031,H0457,T021,P003,2023-09-17,2023-09-01,2023,9,In-Person Visit,Positive - Prescription Written,False,7,True
C0006305,R031,H0148,T021,P001,2023-09-03,2023-09-01,2023,9,Email Follow-up,Negative - No Interest,False,44,True
C0006306,R031,H0455,T021,P005,2023-10-23,2023-10-01,2023,10,Virtual Detail,Positive - Interest Shown,True,30,False
C0006307,R031,H0187,T021,P001,2023-10-20,2023-10-01,2023,10,In-Person Visit,Neutral - Information Only,False,41,True
C0006308,R031,H0296,T021,P002,2023-10-04,2023-10-01,2023,10,In-Person Visit,Positive - Interest Shown,False,24,False
C0006309,R031,H0308,T021,P005,2023-10-18,2023-10-01,2023,10,In-Person Visit,Neutral - Information Only,False,27,False
C0006310,R031,H0443,T021,P002,2023-11-13,2023-11-01,2023,11,Email Follow-up,Positive - Interest Shown,True,33,True
C0006311,R031,H0187,T021,P005,2023-11-25,2023-11-01,2023,11,Virtual Detail,Neutral - Information Only,False,18,True
C0006312,R031,H0455,T021,P003,2023-11-15,2023-11-01,2023,11,Email Follow-up,Positive - Prescription Written,True,6,True
C0006313,R031,H0187,T021,P005,2023-11-23,2023-11-01,2023,11,Conference,Positive - Prescription Written,True,19,True
C0006314,R031,H0296,T021,P006,2023-11-05,2023-11-01,2023,11,In-Person Visit,Neutral - Information Only,False,20,True
C0006315,R031,H0308,T021,P005,2023-11-16,2023-11-01,2023,11,In-Person Visit,Neutral - Information Only,False,35,True
C0006316,R031,H0068,T021,P005,2023-11-05,2023-11-01,2023,11,In-Person Visit,Positive - Interest Shown,False,27,True
C0006317,R031,H0157,T021,P002,2023-12-08,2023-12-01,2023,12,Email Follow-up,Positive - Interest Shown,True,30,True
C0006318,R031,H0037,T021,P005,2023-12-29,2023-12-01,2023,12,In-Person Visit,Positive - Prescription Written,True,28,True
C0006319,R031,H0443,T021,P002,2023-12-29,2023-12-01,2023,12,Virtual Detail,Positive - Interest Shown,True,42,True
C0006320,R031,H0455,T021,P002,2023-12-17,2023-12-01,2023,12,Virtual Detail,Positive - Prescription Written,False,19,True
C0006321,R031,H0308,T021,P003,2023-12-02,2023-12-01,2023,12,Conference,Neutral - Information Only,False,11,True
C0006322,R031,H0096,T021,P003,2024-01-25,2024-01-01,2024,1,Email Follow-up,Neutral - Information Only,False,16,True
C0006323,R031,H0078,T021,P005,2024-01-29,2024-01-01,2024,1,Conference,Neutral - Information Only,False,10,False
C0006324,R031,H0308,T021,P006,2024-01-19,2024-01-01,2024,1,In-Person Visit,Follow-up Scheduled,False,23,False
C0006325,R031,H0455,T021,P002,2024-01-20,2024-01-01,2024,1,Conference,Positive - Interest Shown,True,32,True
C0006326,R031,H0157,T021,P003,2024-01-06,2024-01-01,2024,1,In-Person Visit,Neutral - Information Only,False,40,True
C0006327,R031,H0296,T021,P003,2024-01-02,2024-01-01,2024,1,Speaker Program,Positive - Interest Shown,True,30,False
C0006328,R031,H0488,T021,P002,2024-01-28,2024-01-01,2024,1,In-Person Visit,Positive - Interest Shown,False,9,False
C0006329,R031,H0068,T021,P004,2024-02-08,2024-02-01,2024,2,In-Person Visit,Positive - Prescription Written,True,36,True
C0006330,R031,H0187,T021,P005,2024-02-08,2024-02-01,2024,2,Virtual Detail,Positive - Interest Shown,False,12,False
C0006331,R031,H0297,T021,P005,2024-02-20,2024-02-01,2024,2,Speaker Program,Positive - Interest Shown,False,9,True
C0006332,R031,H0297,T021,P005,2024-02-28,2024-02-01,2024,2,In-Person Visit,Neutral - Information Only,False,35,False
C0006333,R031,H0443,T021,P001,2024-03-26,2024-03-01,2024,3,Conference,Positive - Interest Shown,False,8,True
C0006334,R031,H0443,T021,P005,2024-03-07,2024-03-01,2024,3,Email Follow-up,Negative - No Interest,False,27,True
C0006335,R031,H0443,T021,P006,2024-03-26,2024-03-01,2024,3,In-Person Visit,Positive - Prescription Written,False,36,True
C0006336,R031,H0455,T021,P006,2024-04-09,2024-04-01,2024,4,Virtual Detail,Positive - Prescription Written,False,9,True
C0006337,R031,H0443,T021,P003,2024-04-05,2024-04-01,2024,4,In-Person Visit,Negative - No Interest,False,43,True
C0006338,R031,H0443,T021,P005,2024-04-16,2024-04-01,2024,4,Email Follow-up,Positive - Interest Shown,True,8,True
C0006339,R031,H0220,T021,P005,2024-04-03,2024-04-01,2024,4,In-Person Visit,Neutral - Information Only,False,43,False
C0006340,R031,H0037,T021,P006,2024-04-03,2024-04-01,2024,4,In-Person Visit,Negative - No Interest,False,20,True
C0006341,R031,H0078,T021,P005,2024-04-21,2024-04-01,2024,4,In-Person Visit,Positive - Prescription Written,False,8,True
C0006342,R031,H0296,T021,P002,2024-04-25,2024-04-01,2024,4,Conference,Positive - Prescription Written,True,5,False
C0006343,R031,H0068,T021,P005,2024-05-22,2024-05-01,2024,5,In-Person Visit,Positive - Interest Shown,False,6,False
C0006344,R031,H0308,T021,P004,2024-05-30,2024-05-01,2024,5,Virtual Detail,Positive - Interest Shown,True,13,False
C0006345,R031,H0137,T021,P002,2024-05-27,2024-05-01,2024,5,In-Person Visit,Follow-up Scheduled,False,6,True
C0006346,R031,H0187,T021,P003,2024-05-07,2024-05-01,2024,5,In-Person Visit,Positive - Prescription Written,True,37,True
C0006347,R031,H0308,T021,P003,2024-05-16,2024-05-01,2024,5,In-Person Visit,Positive - Prescription Written,True,24,False
C0006348,R031,H0297,T021,P005,2024-05-25,2024-05-01,2024,5,In-Person Visit,Follow-up Scheduled,False,10,True
C0006349,R031,H0078,T021,P002,2024-06-26,2024-06-01,2024,6,Email Follow-up,Neutral - Information Only,False,14,True
C0006350,R031,H0296,T021,P004,2024-06-28,2024-06-01,2024,6,In-Person Visit,Negative - No Interest,False,32,True
C0006351,R031,H0443,T021,P005,2024-06-19,2024-06-01,2024,6,Conference,Follow-up Scheduled,False,41,False
C0006352,R031,H0187,T021,P002,2024-06-29,2024-06-01,2024,6,In-Person Visit,Neutral - Information Only,False,24,True
C0006353,R031,H0187,T021,P002,2024-07-22,2024-07-01,2024,7,Conference,Positive - Prescription Written,False,30,True
C0006354,R031,H0068,T021,P002,2024-07-09,2024-07-01,2024,7,In-Person Visit,Positive - Prescription Written,False,17,False
C0006355,R031,H0296,T021,P001,2024-07-20,2024-07-01,2024,7,Email Follow-up,Neutral - Information Only,False,29,True
C0006356,R031,H0078,T021,P005,2024-08-10,2024-08-01,2024,8,Email Follow-up,Positive - Interest Shown,False,23,True
C0006357,R031,H0148,T021,P004,2024-08-07,2024-08-01,2024,8,In-Person Visit,Positive - Prescription Written,True,44,False
C0006358,R031,H0187,T021,P003,2024-08-29,2024-08-01,2024,8,Email Follow-up,Neutral - Information Only,False,14,False
C0006359,R031,H0308,T021,P005,2024-08-10,2024-08-01,2024,8,In-Person Visit,Negative - No Interest,False,31,True
C0006360,R031,H0308,T021,P002,2024-09-27,2024-09-01,2024,9,Email Follow-up,Neutral - Information Only,False,6,True
C0006361,R031,H0443,T021,P004,2024-09-04,2024-09-01,2024,9,Conference,Follow-up Scheduled,False,41,False
C0006362,R031,H0037,T021,P004,2024-09-27,2024-09-01,2024,9,In-Person Visit,Positive - Prescription Written,True,38,True
C0006363,R031,H0443,T021,P003,2024-09-18,2024-09-01,2024,9,In-Person Visit,Neutral - Information Only,False,38,True
C0006364,R031,H0187,T021,P003,2024-10-01,2024-10-01,2024,10,Conference,Neutral - Information Only,False,10,False
C0006365,R031,H0187,T021,P006,2024-10-01,2024-10-01,2024,10,In-Person Visit,Positive - Prescription Written,False,30,True
C0006366,R031,H0315,T021,P006,2024-10-06,2024-10-01,2024,10,In-Person Visit,Neutral - Information Only,False,26,False
C0006367,R031,H0455,T021,P001,2024-10-17,2024-10-01,2024,10,Virtual Detail,Neutral - Information Only,False,41,False
C0006368,R031,H0187,T021,P006,2024-11-21,2024-11-01,2024,11,Email Follow-up,Positive - Prescription Written,True,41,True
C0006369,R031,H0157,T021,P002,2024-11-15,2024-11-01,2024,11,Email Follow-up,Neutral - Information Only,False,32,True
C0006370,R031,H0096,T021,P003,2024-11-12,2024-11-01,2024,11,In-Person Visit,Positive - Prescription Written,False,15,True
C0006371,R031,H0220,T021,P006,2024-11-03,2024-11-01,2024,11,Email Follow-up,Positive - Interest Shown,False,33,False
C0006372,R031,H0296,T021,P004,2024-11-26,2024-11-01,2024,11,In-Person Visit,Follow-up Scheduled,False,19,True
C0006373,R031,H0443,T021,P004,2024-11-19,2024-11-01,2024,11,Virtual Detail,Follow-up Scheduled,False,31,True
C0006374,R031,H0220,T021,P004,2024-11-16,2024-11-01,2024,11,In-Person Visit,Positive - Prescription Written,True,30,True
C0006375,R031,H0157,T021,P001,2024-12-27,2024-12-01,2024,12,Virtual Detail,Positive - Prescription Written,False,8,True
C0006376,R031,H0068,T021,P003,2024-12-25,2024-12-01,2024,12,In-Person Visit,Positive - Interest Shown,True,10,True
C0006377,R031,H0220,T021,P006,2024-12-14,2024-12-01,2024,12,In-Person Visit,Positive - Interest Shown,False,16,False
C0006378,R031,H0297,T021,P003,2024-12-04,2024-12-01,2024,12,Email Follow-up,Neutral - Information Only,False,9,True
C0006379,R031,H0187,T021,P003,2024-12-30,2024-12-01,2024,12,Email Follow-up,Positive - Prescription Written,True,18,False
C0006380,R031,H0148,T021,P003,2024-12-12,2024-12-01,2024,12,In-Person Visit,Neutral - Information Only,False,39,True
C0006381,R032,H0085,T011,P001,2023-01-19,2023-01-01,2023,1,Email Follow-up,Neutral - Information Only,False,24,True
C0006382,R032,H0063,T011,P003,2023-01-12,2023-01-01,2023,1,In-Person Visit,Negative - No Interest,False,20,True
C0006383,R032,H0311,T011,P005,2023-01-26,2023-01-01,2023,1,In-Person Visit,Neutral - Information Only,False,18,True
C0006384,R032,H0243,T011,P004,2023-01-25,2023-01-01,2023,1,Virtual Detail,Negative - No Interest,False,15,True
C0006385,R032,H0085,T011,P004,2023-01-30,2023-01-01,2023,1,Conference,Neutral - Information Only,False,21,True
C0006386,R032,H0206,T011,P004,2023-01-04,2023-01-01,2023,1,In-Person Visit,Follow-up Scheduled,False,37,True
C0006387,R032,H0243,T011,P001,2023-02-11,2023-02-01,2023,2,In-Person Visit,Neutral - Information Only,False,19,True
C0006388,R032,H0329,T011,P004,2023-02-06,2023-02-01,2023,2,Virtual Detail,Positive - Prescription Written,False,42,True
C0006389,R032,H0085,T011,P003,2023-02-01,2023-02-01,2023,2,In-Person Visit,Neutral - Information Only,False,15,False
C0006390,R032,H0243,T011,P002,2023-02-21,2023-02-01,2023,2,In-Person Visit,Follow-up Scheduled,False,12,True
C0006391,R032,H0465,T011,P001,2023-02-21,2023-02-01,2023,2,In-Person Visit,Positive - Prescription Written,False,18,True
C0006392,R032,H0085,T011,P005,2023-02-19,2023-02-01,2023,2,In-Person Visit,Positive - Interest Shown,False,37,True
C0006393,R032,H0344,T011,P002,2023-02-20,2023-02-01,2023,2,In-Person Visit,Neutral - Information Only,False,35,True
C0006394,R032,H0063,T011,P001,2023-03-06,2023-03-01,2023,3,Virtual Detail,Negative - No Interest,False,35,True
C0006395,R032,H0345,T011,P006,2023-03-25,2023-03-01,2023,3,In-Person Visit,Follow-up Scheduled,False,40,False
C0006396,R032,H0206,T011,P005,2023-03-19,2023-03-01,2023,3,In-Person Visit,Positive - Prescription Written,False,14,True
C0006397,R032,H0465,T011,P006,2023-03-25,2023-03-01,2023,3,In-Person Visit,Negative - No Interest,False,7,True
C0006398,R032,H0345,T011,P001,2023-03-07,2023-03-01,2023,3,Virtual Detail,Neutral - Information Only,False,35,True
C0006399,R032,H0206,T011,P006,2023-03-30,2023-03-01,2023,3,Email Follow-up,Negative - No Interest,False,43,True
C0006400,R032,H0085,T011,P004,2023-03-30,2023-03-01,2023,3,Email Follow-up,Positive - Prescription Written,False,41,False
C0006401,R032,H0345,T011,P005,2023-04-02,2023-04-01,2023,4,Email Follow-up,Positive - Interest Shown,False,14,True
C0006402,R032,H0206,T011,P004,2023-04-15,2023-04-01,2023,4,Email Follow-up,Positive - Interest Shown,False,31,False
C0006403,R032,H0344,T011,P002,2023-04-21,2023-04-01,2023,4,In-Person Visit,Neutral - Information Only,False,44,True
C0006404,R032,H0329,T011,P005,2023-04-18,2023-04-01,2023,4,Conference,Positive - Prescription Written,True,35,True
C0006405,R032,H0344,T011,P005,2023-05-01,2023-05-01,2023,5,Virtual Detail,Neutral - Information Only,False,17,False
C0006406,R032,H0344,T011,P004,2023-05-30,2023-05-01,2023,5,In-Person Visit,Follow-up Scheduled,False,39,True
C0006407,R032,H0465,T011,P002,2023-05-20,2023-05-01,2023,5,Virtual Detail,Neutral - Information Only,False,13,False
C0006408,R032,H0448,T011,P005,2023-05-04,2023-05-01,2023,5,In-Person Visit,Neutral - Information Only,False,38,False
C0006409,R032,H0085,T011,P003,2023-05-09,2023-05-01,2023,5,Virtual Detail,Positive - Prescription Written,False,32,False
C0006410,R032,H0448,T011,P005,2023-05-16,2023-05-01,2023,5,Conference,Positive - Prescription Written,False,24,False
C0006411,R032,H0465,T011,P006,2023-06-05,2023-06-01,2023,6,In-Person Visit,Positive - Interest Shown,False,5,False
C0006412,R032,H0243,T011,P001,2023-06-06,2023-06-01,2023,6,In-Person Visit,Positive - Prescription Written,False,12,False
C0006413,R032,H0366,T011,P004,2023-06-22,2023-06-01,2023,6,In-Person Visit,Positive - Interest Shown,True,27,True
C0006414,R032,H0085,T011,P004,2023-06-20,2023-06-01,2023,6,Conference,Neutral - Information Only,False,9,True
C0006415,R032,H0448,T011,P003,2023-06-18,2023-06-01,2023,6,Virtual Detail,Positive - Prescription Written,True,11,True
C0006416,R032,H0344,T011,P001,2023-06-06,2023-06-01,2023,6,In-Person Visit,Positive - Prescription Written,False,7,False
C0006417,R032,H0366,T011,P002,2023-06-18,2023-06-01,2023,6,In-Person Visit,Negative - No Interest,False,37,False
C0006418,R032,H0311,T011,P002,2023-07-23,2023-07-01,2023,7,Virtual Detail,Neutral - Information Only,False,12,False
C0006419,R032,H0366,T011,P003,2023-07-04,2023-07-01,2023,7,In-Person Visit,Follow-up Scheduled,False,40,False
C0006420,R032,H0465,T011,P001,2023-07-29,2023-07-01,2023,7,Virtual Detail,Positive - Prescription Written,True,15,True
C0006421,R032,H0329,T011,P002,2023-07-26,2023-07-01,2023,7,In-Person Visit,Neutral - Information Only,False,43,True
C0006422,R032,H0206,T011,P002,2023-07-27,2023-07-01,2023,7,Virtual Detail,Neutral - Information Only,False,32,False
C0006423,R032,H0366,T011,P002,2023-08-22,2023-08-01,2023,8,In-Person Visit,Positive - Prescription Written,False,42,False
C0006424,R032,H0345,T011,P001,2023-08-09,2023-08-01,2023,8,Email Follow-up,Positive - Prescription Written,False,11,False
C0006425,R032,H0345,T011,P002,2023-08-26,2023-08-01,2023,8,Speaker Program,Neutral - Information Only,False,29,False
C0006426,R032,H0206,T011,P005,2023-08-01,2023-08-01,2023,8,Email Follow-up,Neutral - Information Only,False,6,False
C0006427,R032,H0085,T011,P002,2023-09-29,2023-09-01,2023,9,Conference,Positive - Prescription Written,False,32,False
C0006428,R032,H0311,T011,P001,2023-09-20,2023-09-01,2023,9,Conference,Neutral - Information Only,False,12,True
C0006429,R032,H0206,T011,P001,2023-09-18,2023-09-01,2023,9,Virtual Detail,Neutral - Information Only,False,10,False
C0006430,R032,H0345,T011,P004,2023-09-20,2023-09-01,2023,9,In-Person Visit,Positive - Interest Shown,True,31,False
C0006431,R032,H0329,T011,P006,2023-09-26,2023-09-01,2023,9,Email Follow-up,Neutral - Information Only,False,21,False
C0006432,R032,H0206,T011,P005,2023-09-01,2023-09-01,2023,9,Conference,Negative - No Interest,False,38,False
C0006433,R032,H0206,T011,P006,2023-09-13,2023-09-01,2023,9,Speaker Program,Neutral - Information Only,False,6,False
C0006434,R032,H0243,T011,P005,2023-10-21,2023-10-01,2023,10,In-Person Visit,Negative - No Interest,False,26,True
C0006435,R032,H0063,T011,P001,2023-10-20,2023-10-01,2023,10,In-Person Visit,Follow-up Scheduled,False,17,True
C0006436,R032,H0063,T011,P001,2023-10-26,2023-10-01,2023,10,Virtual Detail,Follow-up Scheduled,False,40,True
C0006437,R032,H0345,T011,P004,2023-10-10,2023-10-01,2023,10,Conference,Follow-up Scheduled,False,10,True
C0006438,R032,H0085,T011,P005,2023-10-26,2023-10-01,2023,10,In-Person Visit,Positive - Prescription Written,False,19,True
C0006439,R032,H0345,T011,P005,2023-10-13,2023-10-01,2023,10,In-Person Visit,Positive - Prescription Written,False,33,False
C0006440,R032,H0329,T011,P001,2023-11-04,2023-11-01,2023,11,In-Person Visit,Neutral - Information Only,False,31,True
C0006441,R032,H0112,T011,P001,2023-11-16,2023-11-01,2023,11,In-Person Visit,Positive - Interest Shown,False,31,True
C0006442,R032,H0063,T011,P001,2023-11-15,2023-11-01,2023,11,In-Person Visit,Neutral - Information Only,False,43,True
C0006443,R032,H0085,T011,P002,2023-11-16,2023-11-01,2023,11,Virtual Detail,Negative - No Interest,False,26,False
C0006444,R032,H0085,T011,P003,2023-11-02,2023-11-01,2023,11,In-Person Visit,Positive - Interest Shown,False,30,True
C0006445,R032,H0465,T011,P003,2023-12-22,2023-12-01,2023,12,In-Person Visit,Negative - No Interest,False,41,False
C0006446,R032,H0085,T011,P003,2023-12-02,2023-12-01,2023,12,In-Person Visit,Follow-up Scheduled,False,31,True
C0006447,R032,H0344,T011,P003,2023-12-28,2023-12-01,2023,12,Virtual Detail,Positive - Interest Shown,False,36,True
C0006448,R032,H0112,T011,P006,2023-12-16,2023-12-01,2023,12,Virtual Detail,Neutral - Information Only,False,32,True
C0006449,R032,H0063,T011,P005,2023-12-10,2023-12-01,2023,12,In-Person Visit,Neutral - Information Only,False,31,True
C0006450,R032,H0243,T011,P001,2024-01-12,2024-01-01,2024,1,Email Follow-up,Neutral - Information Only,False,35,False
C0006451,R032,H0243,T011,P006,2024-01-11,2024-01-01,2024,1,In-Person Visit,Neutral - Information Only,False,24,True
C0006452,R032,H0329,T011,P003,2024-01-27,2024-01-01,2024,1,Conference,Negative - No Interest,False,42,False
C0006453,R032,H0465,T011,P005,2024-01-25,2024-01-01,2024,1,Virtual Detail,Follow-up Scheduled,False,34,False
C0006454,R032,H0206,T011,P005,2024-01-30,2024-01-01,2024,1,Email Follow-up,Neutral - Information Only,False,20,True
C0006455,R032,H0243,T011,P001,2024-01-07,2024-01-01,2024,1,In-Person Visit,Neutral - Information Only,False,5,False
C0006456,R032,H0344,T011,P002,2024-01-21,2024-01-01,2024,1,In-Person Visit,Positive - Prescription Written,False,22,False
C0006457,R032,H0345,T011,P006,2024-02-27,2024-02-01,2024,2,In-Person Visit,Positive - Prescription Written,False,22,True
C0006458,R032,H0329,T011,P003,2024-02-26,2024-02-01,2024,2,Speaker Program,Positive - Prescription Written,False,17,False
C0006459,R032,H0063,T011,P006,2024-02-06,2024-02-01,2024,2,Speaker Program,Positive - Prescription Written,False,8,True
C0006460,R032,H0206,T011,P003,2024-02-10,2024-02-01,2024,2,In-Person Visit,Positive - Prescription Written,False,35,True
C0006461,R032,H0345,T011,P004,2024-02-02,2024-02-01,2024,2,In-Person Visit,Positive - Interest Shown,False,34,False
C0006462,R032,H0112,T011,P005,2024-02-18,2024-02-01,2024,2,In-Person Visit,Neutral - Information Only,False,29,False
C0006463,R032,H0366,T011,P006,2024-03-01,2024-03-01,2024,3,In-Person Visit,Positive - Interest Shown,False,10,True
C0006464,R032,H0344,T011,P003,2024-03-13,2024-03-01,2024,3,Virtual Detail,Neutral - Information Only,False,7,False
C0006465,R032,H0085,T011,P006,2024-03-01,2024-03-01,2024,3,Virtual Detail,Positive - Prescription Written,False,43,False
C0006466,R032,H0085,T011,P006,2024-03-24,2024-03-01,2024,3,Conference,Positive - Interest Shown,True,20,True
C0006467,R032,H0311,T011,P001,2024-04-28,2024-04-01,2024,4,Virtual Detail,Neutral - Information Only,False,30,True
C0006468,R032,H0329,T011,P005,2024-04-25,2024-04-01,2024,4,Email Follow-up,Neutral - Information Only,False,44,True
C0006469,R032,H0345,T011,P006,2024-04-08,2024-04-01,2024,4,Speaker Program,Follow-up Scheduled,False,17,True
C0006470,R032,H0448,T011,P005,2024-04-14,2024-04-01,2024,4,Speaker Program,Positive - Interest Shown,False,27,True
C0006471,R032,H0344,T011,P004,2024-04-28,2024-04-01,2024,4,Email Follow-up,Positive - Interest Shown,True,25,False
C0006472,R032,H0085,T011,P002,2024-04-25,2024-04-01,2024,4,In-Person Visit,Positive - Prescription Written,False,34,True
C0006473,R032,H0366,T011,P006,2024-04-24,2024-04-01,2024,4,In-Person Visit,Follow-up Scheduled,False,33,True
C0006474,R032,H0311,T011,P004,2024-05-16,2024-05-01,2024,5,Virtual Detail,Neutral - Information Only,False,29,True
C0006475,R032,H0206,T011,P006,2024-05-08,2024-05-01,2024,5,Virtual Detail,Neutral - Information Only,False,21,True
C0006476,R032,H0366,T011,P002,2024-05-03,2024-05-01,2024,5,Virtual Detail,Negative - No Interest,False,19,False
C0006477,R032,H0311,T011,P006,2024-05-18,2024-05-01,2024,5,In-Person Visit,Neutral - Information Only,False,25,False
C0006478,R032,H0329,T011,P005,2024-05-14,2024-05-01,2024,5,In-Person Visit,Neutral - Information Only,False,30,False
C0006479,R032,H0465,T011,P003,2024-05-03,2024-05-01,2024,5,Virtual Detail,Neutral - Information Only,False,19,True
C0006480,R032,H0345,T011,P004,2024-06-13,2024-06-01,2024,6,In-Person Visit,Neutral - Information Only,False,22,True
C0006481,R032,H0366,T011,P003,2024-06-04,2024-06-01,2024,6,In-Person Visit,Follow-up Scheduled,False,5,True
C0006482,R032,H0311,T011,P003,2024-06-29,2024-06-01,2024,6,In-Person Visit,Negative - No Interest,False,44,True
C0006483,R032,H0243,T011,P004,2024-06-27,2024-06-01,2024,6,In-Person Visit,Negative - No Interest,False,21,False
C0006484,R032,H0206,T011,P001,2024-06-11,2024-06-01,2024,6,Virtual Detail,Positive - Interest Shown,True,38,True
C0006485,R032,H0465,T011,P004,2024-06-26,2024-06-01,2024,6,In-Person Visit,Positive - Prescription Written,False,17,True
C0006486,R032,H0366,T011,P003,2024-07-21,2024-07-01,2024,7,Virtual Detail,Positive - Interest Shown,False,33,True
C0006487,R032,H0344,T011,P006,2024-07-24,2024-07-01,2024,7,In-Person Visit,Positive - Prescription Written,True,32,True
C0006488,R032,H0465,T011,P006,2024-07-02,2024-07-01,2024,7,Virtual Detail,Neutral - Information Only,False,35,False
C0006489,R032,H0465,T011,P004,2024-07-25,2024-07-01,2024,7,In-Person Visit,Neutral - Information Only,False,29,True
C0006490,R032,H0366,T011,P002,2024-08-02,2024-08-01,2024,8,In-Person Visit,Positive - Interest Shown,False,14,True
C0006491,R032,H0206,T011,P003,2024-08-19,2024-08-01,2024,8,Virtual Detail,Positive - Interest Shown,False,9,True
C0006492,R032,H0311,T011,P003,2024-08-13,2024-08-01,2024,8,In-Person Visit,Positive - Prescription Written,False,19,True
C0006493,R032,H0344,T011,P002,2024-08-04,2024-08-01,2024,8,Email Follow-up,Neutral - Information Only,False,21,True
C0006494,R032,H0465,T011,P005,2024-08-02,2024-08-01,2024,8,In-Person Visit,Negative - No Interest,False,32,True
C0006495,R032,H0085,T011,P006,2024-09-02,2024-09-01,2024,9,Email Follow-up,Positive - Prescription Written,False,25,True
C0006496,R032,H0448,T011,P003,2024-09-25,2024-09-01,2024,9,In-Person Visit,Positive - Prescription Written,False,28,False
C0006497,R032,H0085,T011,P003,2024-09-12,2024-09-01,2024,9,Speaker Program,Positive - Prescription Written,False,31,False
C0006498,R032,H0112,T011,P006,2024-09-18,2024-09-01,2024,9,In-Person Visit,Positive - Prescription Written,False,33,True
C0006499,R032,H0465,T011,P001,2024-09-12,2024-09-01,2024,9,Conference,Positive - Prescription Written,False,22,False
C0006500,R032,H0206,T011,P004,2024-09-26,2024-09-01,2024,9,In-Person Visit,Positive - Prescription Written,False,30,True
C0006501,R032,H0206,T011,P002,2024-09-23,2024-09-01,2024,9,In-Person Visit,Positive - Interest Shown,True,26,True
C0006502,R032,H0311,T011,P004,2024-09-19,2024-09-01,2024,9,Virtual Detail,Positive - Prescription Written,True,42,False
C0006503,R032,H0311,T011,P003,2024-10-14,2024-10-01,2024,10,Conference,Positive - Interest Shown,False,40,True
C0006504,R032,H0344,T011,P001,2024-10-14,2024-10-01,2024,10,Conference,Neutral - Information Only,False,14,True
C0006505,R032,H0366,T011,P001,2024-10-13,2024-10-01,2024,10,In-Person Visit,Positive - Prescription Written,True,25,True
C0006506,R032,H0465,T011,P003,2024-10-19,2024-10-01,2024,10,In-Person Visit,Positive - Prescription Written,False,36,False
C0006507,R032,H0465,T011,P006,2024-11-03,2024-11-01,2024,11,In-Person Visit,Neutral - Information Only,False,39,False
C0006508,R032,H0448,T011,P006,2024-11-19,2024-11-01,2024,11,In-Person Visit,Neutral - Information Only,False,29,False
C0006509,R032,H0311,T011,P005,2024-11-20,2024-11-01,2024,11,In-Person Visit,Follow-up Scheduled,False,16,True
C0006510,R032,H0206,T011,P006,2024-11-01,2024-11-01,2024,11,In-Person Visit,Neutral - Information Only,False,17,False
C0006511,R032,H0465,T011,P006,2024-11-15,2024-11-01,2024,11,In-Person Visit,Positive - Interest Shown,False,36,False
C0006512,R032,H0311,T011,P005,2024-12-18,2024-12-01,2024,12,In-Person Visit,Positive - Interest Shown,False,43,True
