sale_id,rep_id,territory_id,product_id,month,year,month_num,units_sold,revenue_usd,discount_pct,net_revenue_usd
S002438,R035,T035,P002,2024-03-01,2024,3,3,2690.37,0.099,2424.02
S002439,R035,T035,P003,2024-03-01,2024,3,2,2507.64,0.155,2118.96
S002440,R035,T035,P005,2024-04-01,2024,4,1,553.94,0.161,464.76
S002441,R035,T035,P006,2024-04-01,2024,4,7,6886.5,0.054,6514.63
S002442,R035,T035,P003,2024-04-01,2024,4,4,5264.67,0.158,4432.85
S002443,R035,T035,P004,2024-05-01,2024,5,1,392.59,0.072,364.32
S002444,R035,T035,P006,2024-05-01,2024,5,2,2613.29,0.148,2226.52
S002445,R035,T035,P003,2024-05-01,2024,5,7,9331.56,0.137,8053.14
S002446,R035,T035,P001,2024-05-01,2024,5,4,2083.8,0.14,1792.07
S002447,R035,T035,P003,2024-06-01,2024,6,5,6708.17,0.135,5802.57
S002448,R035,T035,P002,2024-06-01,2024,6,2,1554.14,0.175,1282.17
S002449,R035,T035,P003,2024-07-01,2024,7,1,1081.47,0.069,1006.85
S002450,R035,T035,P006,2024-07-01,2024,7,1,1110.31,0.023,1084.77
S002451,R035,T035,P001,2024-08-01,2024,8,3,1348.45,0.116,1192.03
S002452,R035,T035,P005,2024-08-01,2024,8,2,828.12,0.17,687.34
S002453,R035,T035,P004,2024-08-01,2024,8,2,725.56,0.076,670.42
S002454,R035,T035,P006,2024-09-01,2024,9,3,2913.41,0.092,2645.38
S002455,R035,T035,P001,2024-09-01,2024,9,4,1807.84,0.128,1576.44
S002456,R035,T035,P006,2024-10-01,2024,10,1,1189.9,0.103,1067.34
S002457,R035,T035,P004,2024-10-01,2024,10,2,680.2,0.133,589.73
S002458,R035,T035,P003,2024-10-01,2024,10,4,6008.74,0.111,5341.77
S002459,R035,T035,P005,2024-10-01,2024,10,1,448.87,0.11,399.49
S002460,R035,T035,P005,2024-11-01,2024,11,4,1170.8,0.043,1120.46
S002461,R035,T035,P004,2024-11-01,2024,11,6,1975.21,0.16,1659.18
S002462,R035,T035,P005,2024-12-01,2024,12,2,714.24,0.158,601.39
S002463,R035,T035,P006,2024-12-01,2024,12,2,2662.97,0.128,2322.11
S002464,R035,T035,P003,2024-12-01,2024,12,3,4205.04,0.031,4074.68
S002465,R036,T019,P006,2023-01-01,2023,1,1,528.41,0.041,506.75
S002466,R036,T019,P004,2023-01-01,2023,1,2,715.82,0.025,697.92
S002467,R036,T019,P005,2023-02-01,2023,2,1,231.18,0.114,204.83
S002468,R036,T019,P004,2023-02-01,2023,2,1,582.7,0.179,478.4
S002469,R036,T019,P002,2023-02-01,2023,2,1,281.65,0.16,236.59
S002470,R036,T019,P001,2023-02-01,2023,2,1,544.83,0.14,468.55
S002471,R036,T019,P003,2023-03-01,2023,3,2,2577.47,0.099,2322.3
S002472,R036,T019,P002,2023-03-01,2023,3,1,1146.48,0.036,1105.21
S002473,R036,T019,P001,2023-03-01,2023,3,1,622.05,0.057,586.59
S002474,R036,T019,P006,2023-03-01,2023,3,1,1669.61,0.095,1511.0
S002475,R036,T019,P001,2023-04-01,2023,4,2,961.01,0.024,937.95
S002476,R036,T019,P003,2023-04-01,2023,4,2,3099.71,0.027,3016.02
S002477,R036,T019,P006,2023-05-01,2023,5,1,313.52,0.06,294.71
S002478,R036,T019,P001,2023-05-01,2023,5,2,951.01,0.178,781.73
S002479,R036,T019,P002,2023-06-01,2023,6,2,1738.58,0.13,1512.56
S002480,R036,T019,P004,2023-06-01,2023,6,1,265.43,0.036,255.87
S002481,R036,T019,P006,2023-07-01,2023,7,1,556.94,0.17,462.26
S002482,R036,T019,P001,2023-07-01,2023,7,1,266.87,0.161,223.9
S002483,R036,T019,P001,2023-08-01,2023,8,1,475.37,0.091,432.11
S002484,R036,T019,P003,2023-08-01,2023,8,1,939.43,0.102,843.61
S002485,R036,T019,P002,2023-08-01,2023,8,1,936.88,0.157,789.79
S002486,R036,T019,P005,2023-08-01,2023,8,1,294.96,0.173,243.93
S002487,R036,T019,P001,2023-09-01,2023,9,1,406.09,0.153,343.96
S002488,R036,T019,P003,2023-09-01,2023,9,1,747.73,0.135,646.79
S002489,R036,T019,P005,2023-09-01,2023,9,1,117.59,0.164,98.31
S002490,R036,T019,P002,2023-09-01,2023,9,1,700.03,0.082,642.63
S002491,R036,T019,P002,2023-10-01,2023,10,1,420.66,0.098,379.44
S002492,R036,T019,P006,2023-10-01,2023,10,2,1792.55,0.163,1500.36
S002493,R036,T019,P004,2023-11-01,2023,11,1,224.18,0.059,210.95
S002494,R036,T019,P003,2023-11-01,2023,11,1,1052.44,0.055,994.56
S002495,R036,T019,P002,2023-11-01,2023,11,1,660.26,0.032,639.13
S002496,R036,T019,P005,2023-11-01,2023,11,1,557.51,0.1,501.76
S002497,R036,T019,P004,2023-12-01,2023,12,1,238.17,0.096,215.31
S002498,R036,T019,P001,2023-12-01,2023,12,1,803.35,0.149,683.65
S002499,R036,T019,P002,2023-12-01,2023,12,1,1249.09,0.058,1176.64
S002500,R036,T019,P006,2024-01-01,2024,1,1,620.56,0.17,515.06
S002501,R036,T019,P003,2024-01-01,2024,1,1,1336.82,0.15,1136.3
S002502,R036,T019,P006,2024-02-01,2024,2,1,762.37,0.079,702.14
S002503,R036,T019,P001,2024-02-01,2024,2,2,920.27,0.106,822.72
S002504,R036,T019,P002,2024-03-01,2024,3,1,222.54,0.174,183.82
S002505,R036,T019,P001,2024-03-01,2024,3,2,906.37,0.026,882.8
S002506,R036,T019,P006,2024-03-01,2024,3,1,511.13,0.072,474.33
S002507,R036,T019,P005,2024-04-01,2024,4,1,168.92,0.088,154.06
S002508,R036,T019,P002,2024-04-01,2024,4,2,1573.5,0.041,1508.99
S002509,R036,T019,P001,2024-04-01,2024,4,1,739.75,0.076,683.53
S002510,R036,T019,P004,2024-04-01,2024,4,1,560.2,0.062,525.47
S002511,R036,T019,P005,2024-05-01,2024,5,2,768.79,0.117,678.84
S002512,R036,T019,P002,2024-05-01,2024,5,1,1168.98,0.048,1112.87
S002513,R036,T019,P003,2024-05-01,2024,5,1,1877.67,0.144,1607.29
S002514,R036,T019,P001,2024-06-01,2024,6,1,706.41,0.152,599.04
S002515,R036,T019,P002,2024-06-01,2024,6,2,1795.23,0.093,1628.27
S002516,R036,T019,P005,2024-07-01,2024,7,1,130.67,0.074,121.0
S002517,R036,T019,P002,2024-07-01,2024,7,1,1330.86,0.15,1131.23
S002518,R036,T019,P005,2024-08-01,2024,8,1,572.5,0.111,508.95
S002519,R036,T019,P004,2024-08-01,2024,8,1,264.6,0.104,237.08
S002520,R036,T019,P002,2024-09-01,2024,9,1,1249.77,0.146,1067.3
S002521,R036,T019,P003,2024-09-01,2024,9,1,1690.3,0.118,1490.84
S002522,R036,T019,P002,2024-10-01,2024,10,1,1253.27,0.033,1211.91
S002523,R036,T019,P003,2024-10-01,2024,10,1,1238.03,0.109,1103.08
S002524,R036,T019,P005,2024-10-01,2024,10,1,220.73,0.036,212.78
S002525,R036,T019,P002,2024-11-01,2024,11,1,1014.66,0.034,980.16
S002526,R036,T019,P003,2024-11-01,2024,11,2,3338.72,0.023,3261.93
S002527,R036,T019,P005,2024-12-01,2024,12,1,359.68,0.083,329.83
S002528,R036,T019,P004,2024-12-01,2024,12,2,713.14,0.088,650.38
S002529,R036,T019,P003,2024-12-01,2024,12,2,3289.7,0.093,2983.76
S002530,R036,T019,P002,2024-12-01,2024,12,1,1355.81,0.163,1134.81
S002531,R037,T020,P006,2023-01-01,2023,1,12,11261.45,0.08,10360.53
S002532,R037,T020,P002,2023-01-01,2023,1,21,14404.46,0.122,12647.12
S002533,R037,T020,P004,2023-01-01,2023,1,25,7833.31,0.144,6705.31
S002534,R037,T020,P005,2023-01-01,2023,1,6,1998.78,0.178,1643.0
S002535,R037,T020,P002,2023-02-01,2023,2,10,6802.94,0.127,5938.97
S002536,R037,T020,P004,2023-02-01,2023,2,23,7278.41,0.082,6681.58
S002537,R037,T020,P004,2023-03-01,2023,3,6,1913.63,0.161,1605.54
S002538,R037,T020,P001,2023-03-01,2023,3,18,7860.27,0.178,6461.14
S002539,R037,T020,P003,2023-03-01,2023,3,9,11527.66,0.154,9752.4
S002540,R037,T020,P001,2023-04-01,2023,4,8,3446.95,0.071,3202.22
S002541,R037,T020,P003,2023-04-01,2023,4,12,15740.37,0.122,13820.04
S002542,R037,T020,P004,2023-04-01,2023,4,7,2472.18,0.073,2291.71
S002543,R037,T020,P002,2023-05-01,2023,5,5,3951.15,0.173,3267.6
S002544,R037,T020,P004,2023-05-01,2023,5,5,1814.36,0.121,1594.82
S002545,R037,T020,P005,2023-06-01,2023,6,14,4163.99,0.047,3968.28
S002546,R037,T020,P004,2023-06-01,2023,6,24,7703.95,0.17,6394.28
S002547,R037,T020,P001,2023-07-01,2023,7,14,5999.34,0.102,5387.41
S002548,R037,T020,P002,2023-07-01,2023,7,16,11413.19,0.152,9678.39
S002549,R037,T020,P002,2023-08-01,2023,8,14,10156.02,0.144,8693.55
S002550,R037,T020,P006,2023-08-01,2023,8,18,16782.14,0.058,15808.78
S002551,R037,T020,P003,2023-08-01,2023,8,9,12135.65,0.167,10109.0
S002552,R037,T020,P001,2023-08-01,2023,8,14,5933.79,0.049,5643.03
S002553,R037,T020,P005,2023-09-01,2023,9,15,4432.27,0.048,4219.52
S002554,R037,T020,P001,2023-09-01,2023,9,15,6418.85,0.04,6162.1
S002555,R037,T020,P003,2023-09-01,2023,9,5,6669.31,0.061,6262.48
S002556,R037,T020,P004,2023-09-01,2023,9,13,4083.54,0.108,3642.52
S002557,R037,T020,P003,2023-10-01,2023,10,19,24834.71,0.092,22549.92
S002558,R037,T020,P002,2023-10-01,2023,10,5,3848.39,0.062,3609.79
S002559,R037,T020,P005,2023-10-01,2023,10,3,952.24,0.142,817.02
S002560,R037,T020,P004,2023-10-01,2023,10,20,6423.44,0.075,5941.68
S002561,R037,T020,P006,2023-11-01,2023,11,12,11131.79,0.122,9773.71
S002562,R037,T020,P004,2023-11-01,2023,11,4,1322.89,0.088,1206.48
S002563,R037,T020,P002,2023-11-01,2023,11,17,11791.82,0.034,11390.9
S002564,R037,T020,P006,2023-12-01,2023,12,3,3055.69,0.039,2936.52
S002565,R037,T020,P001,2023-12-01,2023,12,17,7298.89,0.179,5992.39
S002566,R037,T020,P004,2023-12-01,2023,12,11,3659.12,0.063,3428.6
S002567,R037,T020,P003,2023-12-01,2023,12,16,20842.31,0.102,18716.39
S002568,R037,T020,P001,2024-01-01,2024,1,6,2655.44,0.106,2373.96
S002569,R037,T020,P004,2024-01-01,2024,1,12,3939.79,0.031,3817.66
S002570,R037,T020,P003,2024-01-01,2024,1,16,20777.36,0.114,18408.74
S002571,R037,T020,P005,2024-01-01,2024,1,9,2668.92,0.162,2236.55
S002572,R037,T020,P003,2024-02-01,2024,2,21,26299.48,0.039,25273.8
S002573,R037,T020,P005,2024-02-01,2024,2,8,2550.51,0.127,2226.6
S002574,R037,T020,P002,2024-03-01,2024,3,8,5680.72,0.132,4930.86
S002575,R037,T020,P003,2024-03-01,2024,3,7,9558.18,0.023,9338.34
S002576,R037,T020,P001,2024-04-01,2024,4,10,4351.69,0.118,3838.19
S002577,R037,T020,P005,2024-04-01,2024,4,11,3220.71,0.055,3043.57
S002578,R037,T020,P006,2024-04-01,2024,4,7,6682.36,0.164,5586.45
S002579,R037,T020,P004,2024-04-01,2024,4,8,2563.21,0.024,2501.69
S002580,R037,T020,P005,2024-05-01,2024,5,11,3453.88,0.098,3115.4
S002581,R037,T020,P003,2024-05-01,2024,5,11,14846.52,0.124,13005.55
S002582,R037,T020,P001,2024-05-01,2024,5,8,3482.96,0.16,2925.69
S002583,R037,T020,P002,2024-05-01,2024,5,22,15396.55,0.033,14888.46
S002584,R037,T020,P001,2024-06-01,2024,6,8,3486.77,0.085,3190.39
S002585,R037,T020,P004,2024-06-01,2024,6,2,677.42,0.11,602.9
S002586,R037,T020,P006,2024-06-01,2024,6,7,6451.42,0.142,5535.32
S002587,R037,T020,P001,2024-07-01,2024,7,22,9492.18,0.12,8353.12
S002588,R037,T020,P004,2024-07-01,2024,7,14,4464.63,0.04,4286.04
S002589,R037,T020,P005,2024-07-01,2024,7,15,4369.36,0.179,3587.24
S002590,R037,T020,P006,2024-07-01,2024,7,5,4539.7,0.076,4194.68
S002591,R037,T020,P004,2024-08-01,2024,8,10,3121.76,0.175,2575.45
S002592,R037,T020,P003,2024-08-01,2024,8,13,17158.91,0.069,15974.95
S002593,R037,T020,P003,2024-09-01,2024,9,3,4597.84,0.035,4436.92
S002594,R037,T020,P002,2024-09-01,2024,9,6,4399.43,0.064,4117.87
S002595,R037,T020,P001,2024-09-01,2024,9,15,6333.6,0.103,5681.24
S002596,R037,T020,P004,2024-10-01,2024,10,9,2924.96,0.044,2796.26
S002597,R037,T020,P006,2024-10-01,2024,10,2,2217.68,0.03,2151.15
S002598,R037,T020,P005,2024-10-01,2024,10,4,1355.63,0.089,1234.98
S002599,R037,T020,P001,2024-11-01,2024,11,16,6814.63,0.167,5676.59
S002600,R037,T020,P003,2024-11-01,2024,11,21,26949.67,0.155,22772.47
S002601,R037,T020,P002,2024-12-01,2024,12,24,16382.94,0.103,14695.5
S002602,R037,T020,P005,2024-12-01,2024,12,6,2027.31,0.128,1767.81
S002603,R037,T020,P003,2024-12-01,2024,12,17,21951.64,0.084,20107.7
S002604,R037,T020,P004,2024-12-01,2024,12,12,3793.67,0.108,3383.95
S002605,R038,T018,P004,2023-01-01,2023,1,4,1367.21,0.086,1249.63
S002606,R038,T018,P001,2023-01-01,2023,1,6,2805.0,0.138,2417.91
S002607,R038,T018,P003,2023-01-01,2023,1,6,7512.09,0.138,6475.42
S002608,R038,T018,P006,2023-01-01,2023,1,11,9931.26,0.163,8312.46
S002609,R038,T018,P004,2023-02-01,2023,2,8,2565.46,0.162,2149.86
S002610,R038,T018,P002,2023-02-01,2023,2,10,7438.23,0.069,6924.99
S002611,R038,T018,P003,2023-02-01,2023,2,2,3051.3,0.121,2682.09
S002612,R038,T018,P006,2023-02-01,2023,2,3,3314.69,0.107,2960.02
S002613,R038,T018,P005,2023-03-01,2023,3,8,2344.87,0.149,1995.48
S002614,R038,T018,P002,2023-03-01,2023,3,13,9164.85,0.111,8147.55
S002615,R038,T018,P004,2023-04-01,2023,4,7,2225.6,0.128,1940.72
S002616,R038,T018,P005,2023-04-01,2023,4,2,736.02,0.03,713.94
S002617,R038,T018,P003,2023-05-01,2023,5,5,6795.62,0.152,5762.69
S002618,R038,T018,P001,2023-05-01,2023,5,2,1109.12,0.065,1037.03
S002619,R038,T018,P001,2023-06-01,2023,6,14,6007.58,0.092,5454.88
S002620,R038,T018,P003,2023-06-01,2023,6,10,13421.46,0.088,12240.37
S002621,R038,T018,P005,2023-06-01,2023,6,3,1130.37,0.087,1032.03
S002622,R038,T018,P001,2023-07-01,2023,7,3,1624.59,0.059,1528.74
S002623,R038,T018,P004,2023-07-01,2023,7,2,707.93,0.146,604.57
S002624,R038,T018,P005,2023-07-01,2023,7,4,1325.55,0.115,1173.11
S002625,R038,T018,P004,2023-08-01,2023,8,8,2587.98,0.1,2329.18
S002626,R038,T018,P005,2023-08-01,2023,8,1,535.64,0.129,466.54
S002627,R038,T018,P002,2023-08-01,2023,8,8,5642.97,0.054,5338.25
S002628,R038,T018,P006,2023-08-01,2023,8,6,6006.31,0.04,5766.06
S002629,R038,T018,P004,2023-09-01,2023,9,3,1140.05,0.087,1040.87
S002630,R038,T018,P001,2023-09-01,2023,9,3,1336.27,0.038,1285.49
S002631,R038,T018,P004,2023-10-01,2023,10,1,566.59,0.151,481.03
S002632,R038,T018,P002,2023-10-01,2023,10,3,2580.28,0.032,2497.71
S002633,R038,T018,P005,2023-10-01,2023,10,2,865.31,0.162,725.13
S002634,R038,T018,P006,2023-10-01,2023,10,4,4018.61,0.053,3805.62
S002635,R038,T018,P003,2023-11-01,2023,11,3,4638.54,0.106,4146.85
S002636,R038,T018,P002,2023-11-01,2023,11,3,2662.51,0.167,2217.87
S002637,R038,T018,P002,2023-12-01,2023,12,4,3151.81,0.067,2940.64
S002638,R038,T018,P005,2023-12-01,2023,12,5,1738.18,0.025,1694.73
S002639,R038,T018,P005,2024-01-01,2024,1,4,1427.16,0.145,1220.22
S002640,R038,T018,P001,2024-01-01,2024,1,10,4264.83,0.072,3957.76
S002641,R038,T018,P006,2024-01-01,2024,1,9,8675.12,0.138,7477.95
S002642,R038,T018,P003,2024-02-01,2024,2,5,7335.35,0.11,6528.46
S002643,R038,T018,P002,2024-02-01,2024,2,14,10169.94,0.124,8908.87
S002644,R038,T018,P006,2024-02-01,2024,2,4,4323.01,0.154,3657.27
S002645,R038,T018,P001,2024-02-01,2024,2,4,1871.19,0.098,1687.81
S002646,R038,T018,P002,2024-03-01,2024,3,11,7855.41,0.092,7132.71
S002647,R038,T018,P003,2024-03-01,2024,3,4,5882.7,0.089,5359.14
S002648,R038,T018,P006,2024-03-01,2024,3,4,3574.67,0.115,3163.58
S002649,R038,T018,P005,2024-03-01,2024,3,4,1297.29,0.041,1244.1
S002650,R038,T018,P001,2024-04-01,2024,4,3,1580.16,0.16,1327.33
S002651,R038,T018,P003,2024-04-01,2024,4,6,8701.34,0.144,7448.35
S002652,R038,T018,P005,2024-04-01,2024,4,10,2960.88,0.086,2706.24
S002653,R038,T018,P002,2024-05-01,2024,5,1,1310.46,0.027,1275.08
S002654,R038,T018,P005,2024-05-01,2024,5,4,1186.61,0.078,1094.05
S002655,R038,T018,P001,2024-06-01,2024,6,12,5395.73,0.092,4899.32
S002656,R038,T018,P004,2024-06-01,2024,6,4,1548.85,0.162,1297.94
S002657,R038,T018,P002,2024-07-01,2024,7,7,5343.49,0.18,4381.66
S002658,R038,T018,P005,2024-07-01,2024,7,4,1183.86,0.147,1009.83
S002659,R038,T018,P003,2024-08-01,2024,8,7,9349.36,0.055,8835.15
S002660,R038,T018,P002,2024-08-01,2024,8,8,5731.01,0.127,5003.17
S002661,R038,T018,P001,2024-08-01,2024,8,7,3207.52,0.031,3108.09
S002662,R038,T018,P001,2024-09-01,2024,9,4,1809.63,0.133,1568.95
S002663,R038,T018,P006,2024-09-01,2024,9,5,4768.93,0.132,4139.43
S002664,R038,T018,P005,2024-09-01,2024,9,10,3081.36,0.033,2979.68
S002665,R038,T018,P002,2024-09-01,2024,9,2,1748.88,0.107,1561.75
S002666,R038,T018,P003,2024-10-01,2024,10,11,14682.43,0.172,12157.05
S002667,R038,T018,P001,2024-10-01,2024,10,11,4791.76,0.165,4001.12
S002668,R038,T018,P002,2024-11-01,2024,11,1,893.5,0.131,776.45
S002669,R038,T018,P004,2024-11-01,2024,11,7,2346.45,0.135,2029.68
S002670,R038,T018,P003,2024-11-01,2024,11,10,12703.11,0.077,11724.97
S002671,R038,T018,P002,2024-12-01,2024,12,9,6366.83,0.048,6061.22
S002672,R038,T018,P005,2024-12-01,2024,12,8,2391.12,0.127,2087.45
S002673,R038,T018,P001,2024-12-01,2024,12,7,3242.02,0.022,3170.7
S002674,R038,T018,P003,2024-12-01,2024,12,1,2085.84,0.058,1964.86
S002675,R039,T047,P003,2023-01-01,2023,1,13,17391.76,0.08,16000.42
S002676,R039,T047,P004,2023-01-01,2023,1,7,2442.74,0.118,2154.5
S002677,R039,T047,P006,2023-01-01,2023,1,13,12125.98,0.065,11337.79
S002678,R039,T047,P006,2023-02-01,2023,2,9,8070.16,0.081,7416.48
S002679,R039,T047,P003,2023-02-01,2023,2,7,9591.27,0.04,9207.62
S002680,R039,T047,P004,2023-02-01,2023,2,22,6855.06,0.075,6340.93
S002681,R039,T047,P004,2023-03-01,2023,3,8,2684.69,0.173,2220.24
S002682,R039,T047,P006,2023-03-01,2023,3,4,3846.97,0.024,3754.64
S002683,R039,T047,P001,2023-03-01,2023,3,13,5629.34,0.084,5156.48
S002684,R039,T047,P005,2023-03-01,2023,3,12,3675.17,0.159,3090.82
S002685,R039,T047,P001,2023-04-01,2023,4,3,1651.24,0.031,1600.05
S002686,R039,T047,P006,2023-04-01,2023,4,20,18041.71,0.062,16923.12
S002687,R039,T047,P003,2023-04-01,2023,4,12,16096.16,0.127,14051.95
S002688,R039,T047,P004,2023-04-01,2023,4,5,1625.74,0.111,1445.28
S002689,R039,T047,P001,2023-05-01,2023,5,17,7476.65,0.095,6766.37
S002690,R039,T047,P006,2023-05-01,2023,5,9,8804.5,0.063,8249.82
S002691,R039,T047,P005,2023-05-01,2023,5,5,1687.21,0.175,1391.95
S002692,R039,T047,P004,2023-06-01,2023,6,7,2231.93,0.134,1932.85
S002693,R039,T047,P003,2023-06-01,2023,6,8,10914.61,0.033,10554.43
S002694,R039,T047,P001,2023-06-01,2023,6,5,2471.3,0.134,2140.15
S002695,R039,T047,P006,2023-06-01,2023,6,8,7320.7,0.08,6735.04
S002696,R039,T047,P004,2023-07-01,2023,7,13,4282.6,0.06,4025.64
S002697,R039,T047,P005,2023-07-01,2023,7,13,3784.92,0.073,3508.62
S002698,R039,T047,P003,2023-08-01,2023,8,6,7994.61,0.14,6875.36
S002699,R039,T047,P001,2023-08-01,2023,8,23,9708.81,0.082,8912.69
S002700,R039,T047,P002,2023-08-01,2023,8,10,7250.12,0.149,6169.85
S002701,R039,T047,P004,2023-08-01,2023,8,4,1535.48,0.034,1483.27
S002702,R039,T047,P002,2023-09-01,2023,9,6,4591.51,0.064,4297.65
S002703,R039,T047,P003,2023-09-01,2023,9,12,15798.51,0.045,15087.58
S002704,R039,T047,P001,2023-09-01,2023,9,5,2119.77,0.108,1890.83
S002705,R039,T047,P006,2023-09-01,2023,9,4,4366.26,0.065,4082.45
S002706,R039,T047,P004,2023-10-01,2023,10,10,3128.35,0.107,2793.62
S002707,R039,T047,P002,2023-10-01,2023,10,11,7761.61,0.023,7583.09
S002708,R039,T047,P003,2023-10-01,2023,10,7,9755.52,0.045,9316.52
S002709,R039,T047,P002,2023-11-01,2023,11,5,3466.79,0.157,2922.5
S002710,R039,T047,P006,2023-11-01,2023,11,8,7795.88,0.106,6969.52
S002711,R039,T047,P003,2023-12-01,2023,12,17,21628.26,0.175,17843.31
S002712,R039,T047,P006,2023-12-01,2023,12,11,10039.89,0.051,9527.86
S002713,R039,T047,P001,2023-12-01,2023,12,7,3315.38,0.163,2774.97
S002714,R039,T047,P001,2024-01-01,2024,1,4,1840.82,0.08,1693.55
S002715,R039,T047,P002,2024-01-01,2024,1,20,13875.66,0.023,13556.52
S002716,R039,T047,P006,2024-01-01,2024,1,13,12030.12,0.146,10273.72
S002717,R039,T047,P004,2024-01-01,2024,1,14,4576.73,0.045,4370.78
S002718,R039,T047,P006,2024-02-01,2024,2,11,9912.44,0.103,8891.46
S002719,R039,T047,P003,2024-02-01,2024,2,23,28991.65,0.127,25309.71
S002720,R039,T047,P002,2024-02-01,2024,2,5,3504.39,0.148,2985.74
S002721,R039,T047,P001,2024-02-01,2024,2,2,1012.12,0.1,910.91
S002722,R039,T047,P003,2024-03-01,2024,3,7,8843.11,0.057,8339.05
S002723,R039,T047,P006,2024-03-01,2024,3,7,6450.81,0.083,5915.39
S002724,R039,T047,P006,2024-04-01,2024,4,7,6797.91,0.077,6274.47
S002725,R039,T047,P004,2024-04-01,2024,4,4,1372.36,0.118,1210.42
S002726,R039,T047,P005,2024-04-01,2024,4,13,4036.68,0.106,3608.79
S002727,R039,T047,P004,2024-05-01,2024,5,15,4770.86,0.153,4040.92
S002728,R039,T047,P003,2024-05-01,2024,5,4,5718.22,0.155,4831.9
S002729,R039,T047,P003,2024-06-01,2024,6,8,11210.81,0.153,9495.56
S002730,R039,T047,P005,2024-06-01,2024,6,7,2067.05,0.177,1701.18
S002731,R039,T047,P002,2024-06-01,2024,6,22,15405.1,0.032,14912.14
S002732,R039,T047,P001,2024-06-01,2024,6,21,9005.16,0.031,8726.0
S002733,R039,T047,P004,2024-07-01,2024,7,3,1226.56,0.023,1198.35
S002734,R039,T047,P006,2024-07-01,2024,7,9,8428.28,0.085,7711.88
S002735,R039,T047,P003,2024-08-01,2024,8,8,11211.67,0.023,10953.8
S002736,R039,T047,P005,2024-08-01,2024,8,6,1982.98,0.098,1788.65
S002737,R039,T047,P006,2024-08-01,2024,8,10,9491.51,0.114,8409.48
S002738,R039,T047,P002,2024-08-01,2024,8,3,2536.48,0.154,2145.86
S002739,R039,T047,P006,2024-09-01,2024,9,7,6803.37,0.064,6367.95
S002740,R039,T047,P002,2024-09-01,2024,9,12,8321.73,0.178,6840.46
S002741,R039,T047,P003,2024-09-01,2024,9,12,15857.89,0.11,14113.52
S002742,R039,T047,P004,2024-09-01,2024,9,15,4771.28,0.092,4332.32
S002743,R039,T047,P001,2024-10-01,2024,10,11,5036.23,0.168,4190.14
S002744,R039,T047,P003,2024-10-01,2024,10,14,17835.26,0.162,14945.95
S002745,R039,T047,P004,2024-10-01,2024,10,7,2455.34,0.033,2374.31
S002746,R039,T047,P005,2024-11-01,2024,11,12,3673.9,0.084,3365.29
S002747,R039,T047,P004,2024-11-01,2024,11,9,2834.79,0.146,2420.91
S002748,R039,T047,P003,2024-11-01,2024,11,7,8913.09,0.155,7531.56
S002749,R039,T047,P002,2024-11-01,2024,11,15,10443.02,0.131,9074.98
S002750,R039,T047,P002,2024-12-01,2024,12,4,2992.26,0.057,2821.7
S002751,R039,T047,P006,2024-12-01,2024,12,7,6927.64,0.164,5791.51
S002752,R040,T041,P004,2023-01-01,2023,1,1,478.16,0.057,450.9
S002753,R040,T041,P003,2023-01-01,2023,1,1,2180.17,0.055,2060.26
S002754,R040,T041,P006,2023-02-01,2023,2,1,1194.0,0.157,1006.54
S002755,R040,T041,P004,2023-02-01,2023,2,1,180.32,0.07,167.7
S002756,R040,T041,P005,2023-02-01,2023,2,1,161.8,0.161,135.75
S002757,R040,T041,P003,2023-02-01,2023,2,1,1076.34,0.037,1036.52
S002758,R040,T041,P005,2023-03-01,2023,3,1,320.53,0.12,282.07
S002759,R040,T041,P003,2023-03-01,2023,3,1,1904.28,0.17,1580.55
S002760,R040,T041,P006,2023-03-01,2023,3,2,2208.66,0.031,2140.19
S002761,R040,T041,P002,2023-03-01,2023,3,1,1343.32,0.094,1217.05
S002762,R040,T041,P002,2023-04-01,2023,4,1,693.26,0.026,675.24
S002763,R040,T041,P006,2023-04-01,2023,4,2,2488.64,0.095,2252.22
S002764,R040,T041,P003,2023-05-01,2023,5,1,1798.22,0.173,1487.13
S002765,R040,T041,P005,2023-05-01,2023,5,2,689.16,0.077,636.09
S002766,R040,T041,P001,2023-05-01,2023,5,1,758.35,0.099,683.27
S002767,R040,T041,P004,2023-06-01,2023,6,1,330.41,0.023,322.81
S002768,R040,T041,P005,2023-06-01,2023,6,2,605.44,0.132,525.52
S002769,R040,T041,P003,2023-06-01,2023,6,1,2379.28,0.079,2191.32
S002770,R040,T041,P003,2023-07-01,2023,7,2,3302.51,0.154,2793.92
S002771,R040,T041,P006,2023-07-01,2023,7,1,1708.0,0.032,1653.34
S002772,R040,T041,P002,2023-07-01,2023,7,1,757.01,0.101,680.55
S002773,R040,T041,P004,2023-07-01,2023,7,2,652.91,0.107,583.05
S002774,R040,T041,P006,2023-08-01,2023,8,1,1576.88,0.035,1521.69
S002775,R040,T041,P003,2023-08-01,2023,8,2,2700.8,0.15,2295.68
S002776,R040,T041,P002,2023-08-01,2023,8,1,316.82,0.106,283.24
S002777,R040,T041,P004,2023-08-01,2023,8,1,108.24,0.051,102.72
S002778,R040,T041,P005,2023-09-01,2023,9,1,112.02,0.069,104.29
S002779,R040,T041,P001,2023-09-01,2023,9,1,447.49,0.157,377.23
S002780,R040,T041,P006,2023-10-01,2023,10,1,446.32,0.124,390.98
